id,price
2591820310,349967.375
7974200820,919759.2775
7701450110,1075616.23
9522300010,2189351.25
9510861140,724533.05
1761300310,285980.6225
7732410120,728625.895
7010701383,576533.255
291310170,420708.96
4232901990,504073.8333333334
6840701125,502456.13166666665
3971700580,374551.2375
4202400078,250022.3904761904
6064800090,313901.75
2626119028,285252.38666666666
3303980660,1155579.55
862000020,847476.2916666667
2386000070,1038301.85
1138000450,432682.0
1775800420,447539.1
2291401425,481711.1325
2025770560,862860.875
3525069037,678715.3291666667
9324800450,590465.8525
8080400136,626364.6958333333
8651540040,499339.67083333334
9407001790,257355.7
1773101530,254775.625
9432900250,402535.0
1794500695,510921.125
2220069003,278474.8
923000120,573212.0554166667
5728000060,555847.58
16000200,253904.145
1926059094,395925.125
6672900220,893073.03
3629860060,907140.0275
1822069109,448633.625
6675500105,371350.625
249000180,1724823.55
226059065,552714.825
396100110,234019.14
9264450460,320559.015
7853361210,374704.5
9474700020,379589.47416666674
421000455,269875.0875
3755200220,435919.4625
7960100075,575288.9925
9477100490,412161.5
9138100350,689170.125
1624049275,427651.19
2770606890,574067.38
1157200189,303067.54047619045
2770601800,561094.3775
9301300805,612650.7525
2325069032,1113835.375
1021079099,392899.76
7215730040,715179.625
1853200080,437753.675
3224600340,689343.5075
3222049120,326361.2
2113700025,335043.2583333333
7893207925,248819.6375
3586501085,668290.0
8024200010,445604.155
7116500705,178775.62916666665
1598600209,390679.495
7204200025,578248.1975
4206901505,576214.5075
2937300440,944477.2725
7205000180,327481.715
8718500665,332636.75
5318101765,775392.1691666666
4122700020,867323.1058333335
8078700020,466735.575
3303980680,852797.2775
8924100372,1239203.56
2781270210,209040.665
519000043,525677.855
3225069301,1319180.4345238095
151000075,810074.885
2297400020,454437.35666666663
6617500085,643988.0
104510180,251120.25445833337
3528900060,879823.1325
3345100286,698624.0225
1226039130,416771.9333333333
8712100720,795876.7275
3037200010,419162.7825
3626039268,415196.575
104510230,260684.09320833336
5112800060,378226.9
6072400280,617867.6975
5317100570,906673.595
9528102993,586991.4475
2919201095,518418.35
6181400920,259072.47
185000161,279621.8208333333
8691400010,779066.795
3345700165,569519.505
6151800486,275569.3925
4340000080,1132887.73
4136960010,471673.8675
3634100030,341641.875
1624059224,1387250.55
2788400090,290116.6552380952
9828200762,486301.7475
7524400250,462795.425
3528000290,660070.245
5700003630,1927687.0
2720069019,294850.3925
7227501170,253031.20833333337
2397101270,586981.5
6792100090,684108.655
2770602265,533212.4825
3971700937,307334.14
422049203,237836.785
3076500830,314344.3625
1423400260,320847.895
9161100795,472809.895
3126049052,547914.2983333333
5100401468,476464.99625
514500235,428957.9175
1423200170,197723.75
1402100070,365750.27
624110020,879719.05
2407000145,246747.3291666667
1890000225,790378.475
1320069271,377417.0675
5490700085,385442.91
263000155,406592.7
3726800201,459071.35
5153200358,302579.725
2725079018,672870.75
7165700200,278423.74999999994
9429000170,581039.25
8718500075,348357.32
1760650950,317657.5
1068000559,1216134.655
4113800500,595823.4375
4077800507,555316.2625
2725069150,890112.145
4008400035,654918.575
7016310270,445652.25
1432701230,242997.4975
3278606050,379986.0625
2473350710,419465.72
2185000685,198243.2625
7792000025,586301.75
6868200029,558067.2575
624069003,804642.465
7431500280,765721.2875
3296000040,543466.44
1118001215,1904386.125
6453900040,802033.3125
333100209,600269.2333333334
34001765,555334.675
8946700100,358983.9375
5561401210,629958.35
6671900095,326851.8775
3275850020,688093.2491666665
3876300600,445268.55
1450900020,262658.5325
8562780280,336300.3630624999
7663700973,348511.63
2126049032,349429.0
1823059159,237493.09375
3438503426,314273.41833333333
9297301495,539772.9425
7140700850,380437.975
7942601805,658164.0625
2555900030,385293.405
2887970040,239332.475
7419700010,799216.3475
2239000011,390572.0675
9283800050,359827.8725
9407001340,250151.9525
217500140,558651.695
7212660520,252314.3591666667
3298201170,371331.3625
3057000400,304601.55
6865200444,519771.5033333333
6071600340,570941.8525
6821600005,677105.59
1235100371,996346.7275
7796450340,394639.4
3603000410,153871.375
9297300255,536051.03
9126100850,564610.01
2770601462,516101.9275
2599001500,217019.69
1102000095,802698.225
1853080640,886974.4375
9551201585,856324.125
3438500796,279658.96
7518504291,545453.86
9269200340,473597.125
715010130,1521287.475
1982201485,720726.665
9526500080,343317.165
9277200180,485706.7725
6669150280,318910.2925
8917100153,726158.625
3760500516,1041210.7775
2725069050,934366.975
3332000091,370175.6616666666
8562770080,658947.3358333333
8151601190,323256.2291666667
8563040160,688887.875
240000269,784395.8875
4307350200,332387.875
1311910300,297580.5825
